SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
50377,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-01-2009 08:00,0
50378,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-01-2009 08:00,0
50379,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-01-2009 08:00,0
50380,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-01-2009 08:00,0
50381,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-01-2009 08:00,0
50382,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-01-2009 08:00,0
50383,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-01-2009 08:00,0
50384,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-01-2009 08:00,0
50385,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-01-2009 08:00,0
50386,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-01-2009 08:00,0
50387,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-01-2009 08:00,0
50388,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-01-2009 08:00,0
50389,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-01-2009 08:00,0
50390,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-01-2009 08:00,0
50391,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-01-2009 08:00,0
50392,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-01-2009 08:00,0
50393,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-01-2009 08:00,0
50394,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,31-01-2009 08:00,0
50395,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-02-2009 08:00,0
50396,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-02-2009 08:00,0
50397,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-02-2009 08:00,0
50398,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-02-2009 08:00,0
50399,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-02-2009 08:00,0
50400,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-02-2009 08:00,0
50401,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-02-2009 08:00,0
50402,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-02-2009 08:00,0
50403,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-02-2009 08:00,0
50404,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-02-2009 08:00,0
50405,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-02-2009 08:00,0
50406,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-02-2009 08:00,0
50407,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-02-2009 08:00,0
50408,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-02-2009 08:00,0
50409,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-02-2009 08:00,0
50410,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-02-2009 08:00,0
50411,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-02-2009 08:00,0
50412,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-02-2009 08:00,0
50413,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-02-2009 08:00,0
50414,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-02-2009 08:00,0
50415,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-02-2009 08:00,0
50416,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-02-2009 08:00,0
50417,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-02-2009 08:00,0
50418,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-02-2009 08:00,0
50419,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-02-2009 08:00,0
50420,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-02-2009 08:00,0
50421,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-02-2009 08:00,0
50422,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-02-2009 08:00,0
50423,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-03-2009 08:00,0
50424,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-03-2009 08:00,0
50425,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-03-2009 08:00,0
50426,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-03-2009 08:00,0
50427,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-03-2009 08:00,0
50428,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-03-2009 08:00,0
50429,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-03-2009 08:00,0
50430,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-03-2009 08:00,0
50431,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-03-2009 08:00,0
50432,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-03-2009 08:00,0
50433,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-03-2009 08:00,0
50434,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-03-2009 08:00,0
50435,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-03-2009 08:00,0
50436,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-03-2009 08:00,0
50437,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-03-2009 08:00,0
50438,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-03-2009 08:00,0
50439,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-03-2009 08:00,0
50440,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-03-2009 08:00,0
50441,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-03-2009 08:00,0
50442,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-03-2009 08:00,0
50443,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-03-2009 08:00,0
50444,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-03-2009 08:00,0
50445,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-03-2009 08:00,0
50446,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-03-2009 08:00,0
50447,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-03-2009 08:00,0
50448,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-03-2009 08:00,0
50449,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-03-2009 08:00,0
50450,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-03-2009 08:00,0
50451,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-03-2009 08:00,0
50452,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-03-2009 08:00,0
50453,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,31-03-2009 08:00,0
50454,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-04-2009 08:00,0
50455,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-04-2009 08:00,0
50456,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-04-2009 08:00,0
50457,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-04-2009 08:00,0
50458,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-04-2009 08:00,0
50459,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-04-2009 08:00,0
50460,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-04-2009 08:00,0
50461,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-04-2009 08:00,0
50462,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-04-2009 08:00,0
50463,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-04-2009 08:00,0
50464,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-04-2009 08:00,0
50465,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-04-2009 08:00,0
50466,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-04-2009 08:00,0
50467,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-04-2009 08:00,0
50468,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-04-2009 08:00,0
50469,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-04-2009 08:00,0
50470,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-04-2009 08:00,0
50471,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-04-2009 08:00,0
50472,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-04-2009 08:00,0
50473,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-04-2009 08:00,0
50474,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-04-2009 08:00,0
50475,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-04-2009 08:00,0
50476,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-04-2009 08:00,0
50477,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-04-2009 08:00,0
50478,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-04-2009 08:00,0
50479,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-04-2009 08:00,0
50480,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-04-2009 08:00,0
50481,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-04-2009 08:00,0
50482,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-04-2009 08:00,0
50483,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-04-2009 08:00,0
50484,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-05-2009 08:00,0
50485,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-05-2009 08:00,0
50486,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-05-2009 08:00,0
50487,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-05-2009 08:00,0
50488,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-05-2009 08:00,0
50489,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-05-2009 08:00,0
50490,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-05-2009 08:00,0
50491,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-05-2009 08:00,0
50492,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-05-2009 08:00,0
50493,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-05-2009 08:00,0
50494,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-05-2009 08:00,0
50495,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-05-2009 08:00,0
